optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100
0.0003,10,6.284531702969668,3217.68023192047,0.031205153092741966,0.02876521795988083,0.0,3.0724659518455154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0724659518455154e-05,-0.01261732578277588,1.0,14304,14295,0.7515121738223064,384.7742329970209,1.3687476039194735e-05,0.0005152716767042875,0.0,0.0,0.2291434605617454,0.06417313489046964,0.0003951462832364169,0.6367001100019976,0.05764636126431552,1.3164027604189785,0.027609066529707474,2.830263072794134,0.0067195892333984375,0.07428121566772461,1.2798301900357023,0.007880558486499456,12.69796191459902,1.149664164259683,26.253540487091744,0.5506185247726064,56.44505496712284,0.1340114236310958,1.4814719432769263,2025-04-06 07:20:28.527711,
0.0003,11,0.5923036161567812,303.25945147227196,0.02340373583137989,0.015379149839282036,0.0,6.526282504637493e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.526282504637493e-06,-0.00833938866853714,1.0,24376,24376,0.7139040010185871,365.5188485215166,,,,,0.5095680689739445,0.06068565448125204,0.00040604670842488605,0.8271985451380411,0.08544369538625081,1.633640209833781,0.13984674215316772,2.5944078167279563,0.006159623463948567,0.07211901744206746,1.1196804892916628,0.007491763598016412,15.262224321032066,1.5764786500987784,30.1414738805909,2.5802543679259,47.8681137822037,0.11364811458195626,1.3306317189297956,2025-04-06 07:20:38.388019,
0.0003,12,0.5433549078219999,278.19771280486395,0.020239345729351044,0.016956647858023643,0.0,8.829594662529416e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.829594662529416e-06,-0.006783775985240936,1.0,28294,28294,0.7147219750335242,365.9376512171644,,,,,0.5400303713522524,0.05778187971848708,0.00047043653634878306,1.0190471685849702,0.10402741798987755,1.9325641852158766,0.13866305351257324,2.3948379846719594,0.0056858062744140625,0.06657140071575458,1.0102345193061009,0.00822491809677637,17.81659979774427,1.8187724096146873,33.788154005919324,2.424339740100509,41.87035818232489,0.09940828848914261,1.163906874080057,2025-04-06 07:20:47.710670,
0.0003,13,1.1555103351723368,591.6212916082364,0.010759465396404266,0.009809251688420773,0.0,2.9273589461809026e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9273589461809026e-06,-0.017089711129665376,1.0,29892,29876,0.7137414369153796,365.43561570067436,,,,,1.15278366633284,0.05507605416434152,0.0004870040076119559,1.0572210550308228,0.10888877936771937,1.9795745781489782,0.1324782371520996,2.2237781286239624,0.005279677254813058,0.06181630066462925,0.9791993917311018,0.008658463923382946,18.796375842802217,1.9359380068342944,35.19493638788724,2.3553465267897087,39.53664117614527,0.09386759518071387,1.0990345065253744,2025-04-06 07:20:52.082998,
0.0003,14,6.029970548158491,3087.344920657147,0.011659056879580021,0.008733874559402466,0.0,3.4666098144953137e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4666098144953137e-06,-0.007367122173309326,1.0,30173,30153,0.7128696796799184,364.98927599611824,,,,,5.775532848612968,0.05146018664042155,0.00047815640767415364,1.0111801624298096,0.10187020301818847,1.8777157306671142,0.12777880032857258,2.075526253382365,0.004927698771158854,0.05769521395365397,0.96936793219463,0.009007147436356633,19.047844306900963,1.918953554171944,35.37098354898619,2.4070102228686285,39.097188016736844,0.09282424880527304,1.0868186436745144,2025-04-06 07:20:52.964303,
0.0003,15,0.583346056884552,298.6731811248906,0.00754451472312212,0.00702148387208581,0.0,1.2217432526995254e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2217432526995254e-06,-0.019423110783100127,1.0,31972,31972,0.6844659534375631,350.4465681600323,,,,,0.5791409275546935,0.048275962471961975,0.0004891008138656616,1.281830370426178,0.10614706575870514,1.9512373507022858,0.1246282160282135,1.945805862545967,0.004619717597961426,0.0540892630815506,0.8750205097044027,0.008865141605289185,23.233671720917503,1.9239566614078978,35.366932397410025,2.2589481694327147,35.268484571791724,0.08373416997343858,0.980388833855816,2025-04-06 07:21:01.624498,
0.0003,16,1.0202602083087045,522.3732266540567,0.005328405648469925,0.00493118204176426,0.0,7.884866704443993e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.884866704443993e-07,-0.0003668695688247681,1.0,33765,33729,0.6844309379594424,350.4286402352345,,,,,1.0171209744486398,0.04684690868153291,0.0004898379830753102,1.312205903670367,0.10960672883426442,2.0090387288261864,0.12023650898652918,1.8313466941609102,0.004347969503963695,0.05090754172381233,0.8540870477866527,0.00893045642995606,23.923415608335247,1.9982895367546771,36.62768803928814,2.1920940183808506,33.388104690594425,0.07926978624676319,0.9281182738554178,2025-04-06 07:21:06.591932,
0.0003,17,1.5362601815644412,786.5652129609939,0.00557017931714654,0.005105165671557188,0.0,6.052743401596672e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.052743401596672e-07,-0.011256140470504761,1.0,34894,34883,0.6842924063148902,350.3577120332238,,,,,1.5332430074710386,0.04533708095550537,0.0004899766710069445,1.3275456958346896,0.10812690522935656,1.985126667552524,0.11547346909840901,1.7296052111519709,0.004106415642632378,0.048079344961378306,0.8452274333753884,0.00913472405635164,24.749675487050578,2.0158295298174687,37.00907695815624,2.1527987806571263,32.245344044302755,0.07655665254234324,0.8963519592264564,2025-04-06 07:21:09.889599,
0.0003,18,6.790868708377777,3476.9247786894216,0.004069015383720398,0.0031395589932799338,0.0,3.0150843031151455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0150843031151455e-07,-0.006005966663360595,1.0,35149,35125,0.6838313344500886,350.12164323844536,,,,,6.691140576513087,0.04298113521776701,0.00048624841790450245,1.267142521707635,0.1026125707124409,1.9095753243094997,0.11092050451981394,1.638573357933446,0.0038902885035464636,0.045548853121305764,0.8391915241558815,0.009493829068781516,24.740511359853347,2.003474295814567,37.28378552075398,2.165691616831719,31.99256759316531,0.07595651259922376,0.8893253116921005,2025-04-06 07:21:10.655392,
0.0003,19,1.0043352338173908,514.2196397145041,0.0038489324506372213,0.003091278555803001,0.0,1.906564193632221e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906564193632221e-07,-0.009117183089256287,1.0,36886,36886,0.6839718350385311,350.1935795397279,,,,,0.9851581670245847,0.040860891342163086,0.0004818439483642578,1.2723443269729615,0.10882847309112549,1.9825321435928345,0.11167707443237304,1.5566446900367736,0.003695774078369141,0.04327141046524048,0.7980117387005119,0.00941039498616394,24.848838956817414,2.125416166385896,38.71878147958235,2.181059492028725,30.401214825026493,0.07217833486369345,0.8450890905005422,2025-04-06 07:21:15.801031,
0.0003,20,1.763546346498706,902.9357294073375,0.002556069288402796,0.0018509459216147662,0.0,1.0336491769180612e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0336491769180612e-07,-0.011061705648899078,1.0,37895,37885,0.6828200300700594,349.6038553958704,1.4503511124530633e-07,0.0005152716767042875,0.0,0.0,0.8696962997622961,0.03998054776872907,0.00047777947925385975,1.275571005684989,0.10764773686726888,1.955173378898984,0.11096474102565221,1.6080796718597412,0.0045476073310488745,0.05275084858848935,0.7755391818175618,0.009267924706113598,24.743415218360017,2.088141419609363,37.92628283519381,2.152484377238626,31.193389350883358,0.088214090741091,1.0232636319274173,2025-04-06 07:21:21.603426,
0.0003,21,6.818695983958856,3491.172343786934,0.0023606382310390472,0.0013937489362433552,0.0,7.07617960671314e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07617960671314e-08,2.2035837173461913e-05,1.0,39100,39063,0.6809781935868201,348.6608351164519,,,,,6.720828925479197,0.03819633613933216,0.00047070329839533025,1.232583154331554,0.10437536239624023,1.8828839280388572,0.10652546449141069,1.534985141320662,0.00434089790691029,0.05143791979009455,0.7707401641442124,0.00949802976246355,24.871530589360425,2.106125667457706,37.99354635657842,2.1495188970915056,30.97351262866699,0.08759228511082534,1.0379338635422186,2025-04-06 07:21:22.366817,
0.0003,22,1.181145197505886,604.7463411230136,0.0015174050349742174,0.0013466897420585156,0.0,3.746533039361566e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.746533039361566e-08,-0.006978212296962738,1.0,40520,40517,0.6801285755600608,348.2258306867511,,,,,1.1786472032931388,0.03894321814827297,0.0004764743473218835,1.2567743529444155,0.10601503952689793,1.9009753206501836,0.1030984235846478,1.4682466569154158,0.004152163215305494,0.04920148849487305,0.7902625452582998,0.00966894489898692,25.503328851553878,2.1513300378310163,38.57589759661011,2.092151425179168,29.794670171921126,0.08425854941833365,0.9984304168293201,2025-04-06 07:21:26.684065,
0.0003,23,5.451795530631567,2791.3193116833622,0.000923271058127284,0.0008561354130506516,0.0,2.2101901109294885e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2101901109294885e-08,-0.00756157636642456,1.0,40850,40822,0.6797146083336668,348.0138794668374,,,,,5.406683589365203,0.03737175464630127,0.000472565491994222,1.217159479856491,0.10173603892326355,1.8469851116339366,0.10004328687985738,1.4070697128772736,0.003979156414667766,0.047151426474253334,0.7847962689333171,0.009923741565086188,25.5600045416313,2.136428019467746,38.78616452730991,2.1008855038244505,29.54806567811095,0.08356115834776325,0.990166609036646,2025-04-06 07:21:27.622680,
0.0003,24,0.41408992366350417,212.01404091571413,0.000814345374237746,0.000752228160854429,0.0,1.6065346031268747e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6065346031268747e-08,-0.004255911707878113,1.0,43754,43754,0.6603846490612668,338.1169403193686,,,,,0.409751151757876,0.0361679458618164,0.0004754352569580078,1.422726125717163,0.10850846290588378,1.990453987121582,0.10228325843811036,1.3507869243621826,0.003819990158081055,0.0452653694152832,0.7147126241971496,0.009395047798250566,28.114406239992373,2.144229273273096,39.333242698232134,2.0212209167273696,26.692819966348157,0.07548659801472841,0.894486269241106,2025-04-06 07:21:39.888520,
0.0003,25,0.6055607993262101,310.04712925501957,0.000494793348480016,0.0004683787701651454,0.0,6.994343237920475e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.994343237920475e-09,-0.007172679901123047,1.0,46604,46604,0.6601779436149092,338.0111071308335,,,,,0.6045187281432739,0.03603987510387714,0.0004763236412635216,1.489758775784419,0.11563434967627892,2.0982483625411987,0.10115586794339694,1.2988335811174834,0.003673067459693322,0.04352439366854154,0.6947653420401123,0.00918241688103522,28.719099675896853,2.2291625116032407,40.44936995714543,1.9500560350539138,25.03850400805619,0.07080823567270642,0.8390495296405633,2025-04-06 07:21:48.244947,
0.0003,26,0.7912881153818958,405.13951507553065,0.00043202185770496726,0.00035855594906024634,0.0,5.610400055644505e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.610400055644505e-09,-0.007172669470310211,1.0,48736,48717,0.6593312210893387,337.5775851977414,,,,,0.7903761548473229,0.03550462369565611,0.00048221482170952693,1.5232185787624783,0.12122704364635327,2.1558727335046837,0.10086627359743472,1.2507286336686876,0.0035370279241491247,0.04191237908822519,0.6784301549870648,0.009214266824337023,29.10599547054031,2.316433000800441,41.19489014336226,1.9273793175745555,23.899197694930734,0.0675863071622318,0.8008709537225747,2025-04-06 07:21:54.642586,
0.0003,27,3.5501811443011024,1817.6927458821644,0.00039006746374070644,0.0002692207635845989,0.0,2.3669451287844366e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3669451287844366e-09,-0.004839259386062622,1.0,49215,49192,0.6591949612945114,337.5078201827898,,,,,3.5225146613835574,0.034260221890040805,0.00047762904848371236,1.486297803265708,0.11719094855444771,2.111309587955475,0.09848592962537493,1.206059753894806,0.003410705498286656,0.04041550840650286,0.6720446680784938,0.009369117817832702,29.155050923702802,2.2988044962420955,41.415211956375,1.9318946228780682,23.65793279420291,0.0669040163215014,0.7927860776689045,2025-04-06 07:21:56.081215,
0.0003,28,0.7880104242803547,403.4613372315416,0.00028173759346827865,0.00025493886205367743,0.0,2.4520715680154125e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4520715680154125e-09,-0.010089446604251862,1.0,51326,51326,0.6589595930320984,337.3873116324344,,,,,0.744991088463571,0.03310001307520373,0.000477749725867962,1.5114388465881348,0.12213194781336291,2.1718000461315285,0.1085341634421513,1.164471486519123,0.003293094963862978,0.03902187018558897,0.6421863014511946,0.00926900931360373,29.324016294338563,2.369529694054693,42.13594224110909,2.1057293919182207,22.592366817924205,0.06389062355854386,0.7570785677110424,2025-04-06 07:22:02.830850,
0.0003,29,0.4207433380010992,215.4205890565628,0.00020694387785624713,0.00017269084346480668,0.0,7.077620489681635e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.077620489681635e-10,0.0015776380896568298,1.0,54210,54210,0.6438755921634611,329.6643031876921,,,,,0.4188261678641458,0.032824619611104326,0.00048395792643229164,1.6751314798990886,0.1287023464838664,2.270653581619263,0.10811068216959635,1.1256557703018188,0.0031833251317342124,0.037721141179402666,0.6098433703685906,0.008991377096483396,31.12200048668945,2.3911403600093872,42.186110595041114,2.0085770203057183,20.913378950581478,0.05914248970181796,0.700815063313461,2025-04-06 07:22:14.861247,
0.0003,30,0.5718114497202581,292.76746225677215,0.00017584954912308604,0.00014213002286851407,0.0,8.114883376375559e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.114883376375559e-10,-0.004839254915714264,1.0,57106,57106,0.6434412877672716,329.44193933684306,3.2814477829434806e-10,0.0005152716767042875,0.0,0.0,0.16535037752187567,0.03229335815675797,0.00048804283142089844,1.7217979431152344,0.1334795028932633,2.3689133121121313,0.11132911712892594,1.7746018209765035,0.0037354653881442163,0.04096692608248803,0.5219039341187961,0.007887426030474327,27.82656160772926,2.1572076012056676,38.2848129691641,1.7992276903973694,28.67994302005406,0.060370125410109526,0.6620835199447995,2025-04-06 07:22:45.161922,
