optim/lr,epoch,bps/train,bps/train_examples,optim/grad_max,optim/grad_mean,optim/grad_clip_ratio,loss/train,loss/train_0,val/train_0,shares/train_0,loss/train_1,val/train_1,shares/train_1,loss/train_2,val/train_2,shares/train_2,loss/train_3,val/train_3,shares/train_3,loss/train_4,val/train_4,shares/train_4,loss/train_5,val/train_5,shares/train_5,loss/train_6,val/train_6,shares/train_6,loss/train_7,val/train_7,shares/train_7,loss/train_8,val/train_8,shares/train_8,loss/train_9,val/train_9,shares/train_9,loss/train_10,val/train_10,shares/train_10,loss/train_initial,val/train_initial,shares/train_initial,buffer/size,buffer/added,bps/gen,bps/gen_examples,loss/valid_snapshot_0000,exploitability_last,eval_mse/net_reach,eval_mse/fp_reach,bps/loop,timing/start,timing/train-get_batch,timing/train-forward,timing/train-forward-stats,timing/train-backward,timing/train-rest,timing/valid-acc-extra,timing/valid-trace,timing/valid-exploit,timing_pct/start,timing_pct/train-get_batch,timing_pct/train-forward,timing_pct/train-forward-stats,timing_pct/train-backward,timing_pct/train-rest,timing_pct/valid-acc-extra,timing_pct/valid-trace,timing_pct/valid-exploit,created_at,loss/valid_snapshot_0100
0.0003,10,0.5206276924354002,4.1650215394832015,1.2524633407592773,0.6471859267912805,0.0,0.03235052303352859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09158929313222568,1.193572998046875,0.01171875,0.0,0.0,0.0,0.21311126730094354,-0.1549172798792521,0.05859375,0.0,0.0,0.0,0.15957136409865183,2.2489135590466587,0.04296875,0.12068908102810383,-1.0000150203704834,0.0078125,0.03148459103734543,-1.6397649049758911,0.046875,0.0,0.0,0.0,0.011435768274074429,0.18927078508715114,0.83203125,400,704,0.12060290164890267,0.9648232131912213,0.009630849617751664,0.2694462537765503,0.1794954538345337,0.18305999040603638,0.30188013079939413,59.53409290313721,0.033729358152909714,0.15332208980213513,0.023279038342562588,0.3335915912281383,0.16949445551091974,1.6797214204614812,0.002798470583829013,6.268524321642789,87.29524150331822,0.049457585093313994,0.22481721320331954,0.03413421075190213,0.48914759761464327,0.2485308619948667,2.4629868350569066,0.004103416270283214,9.191580651381434,2025-04-04 13:20:38.980470,
0.0003,11,1.0321707665388073,8.257366132310459,1.0582149028778076,0.5749430740252137,0.0,0.031299585389206186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15290094912052155,0.3836021423339844,0.00390625,0.6315688490867615,-2.999882459640503,0.00390625,0.20710474935670695,0.11904092629750569,0.046875,0.5513688325881958,2.9999759197235107,0.00390625,0.12456221404400739,0.8311401432888075,0.04296875,0.09399263560771942,-1.0000150203704834,0.0078125,0.0664503948064521,1.6021677255630493,0.03125,0.0,0.0,0.0,0.00955375162884593,0.24520322599194266,0.859375,400,780,0.12108404276573305,0.9686723421258644,,,,,1.0260623954349648,57.113009770711265,0.03352047999699911,0.1530387004216512,0.023176968097686768,0.33151551087697345,0.17174325386683145,1.5397446354230244,0.0025652647018432617,5.747441430886586,87.70996842400693,0.051478292842519424,0.23502560336992934,0.03559348646085205,0.5091171890226537,0.26375132442891347,2.3646267968746497,0.003939545243740181,8.826498698732713,2025-04-04 13:21:10.182447,
0.0003,12,0.4351311121803952,3.4810488974431615,1.5401506423950195,0.6475379387848079,0.0,0.03705043280206155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564364492893219,-1.0000052452087402,0.00390625,0.15412458777427673,-0.37070707480112713,0.01171875,0.19717567168514838,1.7494791475209324,0.04296875,0.36751986543337506,2.437815268834432,0.01171875,0.2278747595846653,1.7201027003201572,0.04296875,0.18057496845722198,2.999969482421875,0.00390625,0.06344976096547075,-2.219510350908552,0.02734375,0.0,0.0,0.0,0.009385090653006344,0.2869195178763507,0.85546875,400,844,0.12002772223591406,0.9602217778873124,,,,,0.4347146970516504,58.33384843973013,0.032575020423302285,0.1540837471301739,0.023227636630718525,0.3317572336930495,0.1657114212329571,1.421302740390484,0.0023679366478553186,5.305330551587618,88.69342584410752,0.04952853678545703,0.23427590953461733,0.03531635100620904,0.5044187275797856,0.2519559048942427,2.161013075231856,0.0036003181531403835,8.066464916023486,2025-04-04 13:22:23.808981,
0.0003,13,0.7431436144860466,5.945148915888373,2.0145885944366455,0.8467988772317767,0.0,0.05576953003765084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077348344027996,0.5591329574584961,0.01953125,0.0,0.0,0.0,0.14290415178984403,-0.36616737246513364,0.0390625,0.45895710722966626,-0.7548881498250094,0.04296875,0.15714230248704553,1.0755644568375178,0.109375,0.08666086569428444,-1.0000152587890625,0.0078125,0.028991916349955967,-0.5130470820835659,0.02734375,0.0,0.0,0.0,0.010282417286399732,0.2962705919161979,0.75390625,400,900,0.12200274602206813,0.9760219681765451,,,,,0.7417977183414807,57.20457238810403,0.03119504451751709,0.15568161010742188,0.023296441350664412,0.33017448016575407,0.16151482718331472,1.3197811160768782,0.0021987983158656527,4.92637836933136,89.16648158180399,0.04862465090278659,0.242665591940615,0.036312861400701106,0.5146528585991792,0.25175882513203235,2.0571823836087946,0.003427332839822221,7.678893623288935,2025-04-04 13:23:06.960196,
0.0003,14,0.47437652908348105,3.7950122326678484,1.516754150390625,0.6293108621612191,0.0,0.03418139848508872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3740292638540268,-2.999882459640503,0.0078125,0.06421595262363552,0.554657769203186,0.01953125,0.30365885102323126,0.31670758979661123,0.0546875,0.12457809182039152,3.4315377672513327,0.046875,0.024985797703266144,0.3333133061726888,0.01171875,0.026228731398337653,0.788384028843471,0.02734375,0.0,0.0,0.0,0.00787126885490938,0.27285404384416034,0.83203125,400,966,0.12201196782629022,0.9760957426103217,,,,,0.4734617014078863,57.853489812215166,0.03134514490763347,0.15602566401163737,0.023286851247151692,0.327402130762736,0.16104847590128582,1.2317957083384197,0.0020522117614746095,4.597953144709269,89.85637822589592,0.04868437851386349,0.24233457867248812,0.03616846831792047,0.5085115831261243,0.2501365570281858,1.9131897042816333,0.0031874363471805557,7.141408723604953,2025-04-04 13:24:14.560454,
0.0003,15,0.4338962725762223,3.4711701806097786,1.1716245412826538,0.5950012244284153,0.0,0.030518095096340403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20318936450140818,2.5207328838961467,0.02734375,0.12335249284903209,1.2471340696016948,0.01171875,0.1327754610683769,1.3251084610819817,0.0625,0.14890415814112534,-0.45681311867453833,0.04296875,0.028886873895923298,2.999969800313314,0.01171875,0.0820260439068079,-0.9206138338361468,0.02734375,0.0,0.0,0.0,0.00764140364620389,0.25206552852283826,0.81640625,400,1046,0.12293709937391656,0.9834967949913325,,,,,0.4332551521904692,58.81230066716671,0.030705049633979797,0.156370609998703,0.02343711256980896,0.32790611684322357,0.15945321321487427,1.1548084765672684,0.0019239485263824463,4.31058107316494,90.51181182845477,0.0472549048945075,0.24065352089864323,0.03606958916173031,0.5046457358142824,0.24539834145050626,1.777243983711623,0.0029609463498641605,6.633960898309465,2025-04-04 13:25:28.435073,
0.0003,16,0.73239165627098,5.85913325016784,1.7071281671524048,0.6670353077352047,0.0,0.03633359963714611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1752078533172607,1.8903844356536865,0.00390625,0.35132345277816057,2.225615531206131,0.03125,0.0,0.0,0.0,0.14050266135703116,1.412807724055122,0.06640625,0.08547749184072018,1.6972666382789612,0.03125,0.0,0.0,0.0,0.07381944970360824,1.171368190220424,0.02734375,0.0,0.0,0.0,0.008030255996557168,0.2342229030853094,0.83984375,400,1090,0.12303958633838719,0.9843166907070975,,,,,0.7290726242392668,57.89122525383444,0.031152178259456858,0.15641264354481416,0.024301542955286363,0.32582276007708383,0.1632850170135498,1.0868785661809586,0.001810775083654067,4.0570174806258255,90.82699472734656,0.04887543350673232,0.2453997179752937,0.03812730002151722,0.5111914971882662,0.25618248509786307,1.7052310322840385,0.002840970427803563,6.365156441340786,2025-04-04 13:26:12.338624,
0.0003,17,0.6508606839915763,5.20688547193261,1.3419079780578613,0.6711576241068542,0.0,0.03844282281352207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22182592004537582,2.101830840110779,0.015625,0.30630503459410235,0.9253627088936892,0.04296875,0.0,0.0,0.0,0.10000752273481339,-0.25357700139284134,0.03125,0.18729863331342736,0.6917571226755778,0.046875,0.043592379242181775,-3.4000060081481935,0.01953125,0.061182791367173195,-1.3570796421595983,0.02734375,0.0,0.0,0.0,0.009046977287844607,0.30415855583391693,0.81640625,400,1156,0.1249190897563952,0.9993527180511615,,,,,0.6499160140505873,57.377378914091324,0.031017104784647625,0.15603197945488823,0.02419367101457384,0.32522643937004936,0.1595878865983751,1.0264964236153498,0.0017101764678955078,3.8316276205910578,91.17177323005977,0.04928570278389615,0.24793241721267822,0.038443371396347945,0.5167798135753429,0.25358324622931805,1.6310870403378057,0.0027174441228451003,6.088397398731085,2025-04-04 13:27:01.593764,
0.0003,18,0.4715445585777413,3.7723564686219304,1.2351385354995728,0.6112031266093254,0.0,0.03253514305106364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029357263818383217,2.1723129749298096,0.00390625,0.1520347613065193,1.7879470872382324,0.09375,0.32851701602339745,1.2223365902900696,0.0078125,0.09516253613401204,0.06011038273572922,0.03125,0.07520414888858795,1.088278353214264,0.0234375,0.09680195046322686,-0.43563924516950336,0.02734375,0.0353661619592458,0.5142544507980347,0.03125,0.0,0.0,0.0,0.00910351485479623,0.32951239541172983,0.78125,400,1228,0.12533696059794175,1.002695684783534,,,,,0.47037875947484303,57.8974907147257,0.030548810958862305,0.15929766705161647,0.024231509158485813,0.3253117360566792,0.16145791505512438,0.972470296056647,0.0016201671801115338,3.629963008981002,91.6064860214345,0.04833489654781706,0.25204372987272683,0.03833954421172378,0.5147142757623043,0.25546221077475867,1.53866057893448,0.0025634586284328464,5.743394947442291,2025-04-04 13:28:09.640156,
0.0003,19,0.6448439367178979,5.158751493743183,1.09794020652771,0.537394002545625,0.0,0.022561607431271113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23741702735424042,1.8903844356536865,0.00390625,0.10409788320151468,0.9826874800026417,0.1171875,0.16745178401470184,-3.6790854930877686,0.00390625,0.04003484360873699,-0.3901037077109019,0.0234375,0.054387639625929296,0.4966006278991699,0.015625,0.0,0.0,0.0,0.022803490329533816,1.9089139938354491,0.01953125,0.0,0.0,0.0,0.008020043364195732,0.3400716262570979,0.81640625,400,1282,0.1257349358943777,1.0058794871550216,,,,,0.6422610759479209,57.45751097202301,0.030069875717163085,0.15963670015335082,0.024246072769165038,0.3243380546569824,0.16458868980407715,0.9238467812538147,0.001539158821105957,3.4484648585319517,91.88167865054311,0.04808545673082557,0.25527886147844486,0.038772474286239846,0.5186567327402261,0.26319820208788164,1.4773454617418647,0.002461305646564924,5.514522550822,2025-04-04 13:28:59.477977,
0.0003,20,0.5193951274726811,4.155161019781449,1.1785993576049805,0.5363972098566592,0.0,0.023053524586430285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0771218042820692,1.4116715465273175,0.13671875,0.14454049865404764,1.0577375491460164,0.01171875,0.2198094129562378,-2.29398775100708,0.00390625,0.05612247527460568,-1.7528471499681473,0.03125,0.034040886675938964,2.9999696016311646,0.015625,0.03394521058847507,0.6655516889360216,0.03515625,0.0,0.0,0.0,0.008461009806060061,0.3752750562770026,0.765625,400,1350,0.12627860729958723,1.0102288583966978,0.031243582312599757,0.25438636541366577,0.09134224057197571,0.15698593854904175,0.3074034056852087,57.63126319930667,0.030385641824631465,0.1588616030556815,0.02416086196899414,0.32280688058762325,0.16143023400079637,1.2867018041156588,0.0020138082050141833,4.8965180941990445,89.33120843525036,0.04709919499574095,0.24624306647326474,0.037450489139261044,0.5003660710052398,0.2502245670271872,1.9944492047651559,0.0031214988276172927,7.589837332733737,2025-04-04 13:30:43.594719,
0.0003,21,2.5526607983383043,20.421286386706434,1.3316171169281006,0.6032544607296586,0.0,0.024922955548390746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11599521059542894,0.4398307452599208,0.0234375,0.04972730907636857,1.1948924731949102,0.1796875,0.19675213284790516,0.21753942966461182,0.015625,0.0,0.0,0.0,0.12570713770886263,0.1385857661565145,0.01171875,0.10118113954861958,-0.3237754503885905,0.01171875,0.021544846938923,1.147730827331543,0.03125,0.0,0.0,0.0,0.00944525307865553,0.40953832448169747,0.7265625,400,1408,0.1264936500206026,1.0119492001648207,,,,,2.5225762461201016,55.55757462978363,0.029936692931435326,0.1578394282947887,0.02410390160300515,0.32343191450292413,0.1614426916295832,1.2282153584740378,0.0019222714684226296,4.674731200391596,89.37948997330128,0.048161323879401384,0.2539277081959367,0.03877769045894057,0.5203283216013983,0.25972502679246484,1.9759189102350567,0.0030924971902163948,7.520578305253973,2025-04-04 13:30:56.296448,
0.0003,22,0.4726034215306341,3.780827372245073,1.49892258644104,0.4304783586412668,0.0,0.016995843572658487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06015739287249744,0.33115071430802345,0.0078125,0.04690257976979537,0.8837709496187609,0.16796875,0.041378010995686054,-0.5549544990062714,0.015625,0.0,0.0,0.0,0.07333823293447495,3.0052926540374756,0.00390625,0.05353041272610426,0.6520104110240936,0.015625,0.0407166404183954,-1.0,0.0078125,0.0,0.0,0.0,0.008397025018930436,0.37161183297634126,0.78125,400,1472,0.1260925864161303,1.0087406913290424,,,,,0.47217937930375375,56.06128741347271,0.02947966948799465,0.15884528989377228,0.02438106744185738,0.3234935532445493,0.15805702624113663,1.1748146907142971,0.0018386944480564284,4.471482017765874,89.8365089070006,0.04724027421991045,0.25454474841310115,0.03906991943028809,0.5183885853899802,0.2532821446538695,1.882604829390099,0.0029464519596525923,7.165414007598752,2025-04-04 13:32:04.079186,
0.0003,23,0.4726789478967551,3.7814315831740406,1.1306897401809692,0.5520458254031837,0.0,0.019138692776323296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006954492535442114,-0.06520997732877731,0.00390625,0.053343399042456316,0.38846773217464314,0.11328125,0.0683229248970747,0.8750317229164971,0.03515625,0.10701937973499298,-5.0,0.00390625,0.10364119801670313,1.1417296528816223,0.015625,0.04667728704710802,-2.4355605443318686,0.01171875,0.012455185875296593,3.342229127883911,0.0078125,0.0,0.0,0.0,0.0098751665763377,0.2840594937260024,0.80859375,400,1538,0.12589873193996165,1.0071898555196932,,,,,0.4719600075234976,56.523186733325325,0.029712319374084473,0.15922009944915771,0.024342775344848633,0.3231678605079651,0.15685147047042847,1.1258640786012013,0.0017620821793874104,4.28517026702563,90.2504203232509,0.047441580478136576,0.2542263048081845,0.03886804395994481,0.5160012542005821,0.25044467024348127,1.7976641479893822,0.0028135118793658283,6.842119846858255,2025-04-04 13:33:11.896708,
0.0003,24,0.468979901376211,3.751839211009688,1.1546598672866821,0.4640844063833356,0.0,0.016667050978867337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035530193708837032,-0.06520997732877731,0.00390625,0.08464890749504168,-0.12125558853149414,0.05859375,0.10309034710129102,1.5206581751505535,0.01171875,0.13349655518929163,2.9999608993530273,0.01171875,0.05114662321284413,-0.8203286826610565,0.015625,0.05488161346875131,2.171851247549057,0.015625,0.05518813244998455,-4.519681930541992,0.0078125,0.0,0.0,0.0,0.007809055861019131,0.21661717564399754,0.875,400,1604,0.1256762499669422,1.0054099997355377,,,,,0.46822096634719784,56.949268398284914,0.029469070434570314,0.15971126556396484,0.024289302825927735,0.34334531784057615,0.1559652328491211,1.0808295154571532,0.001691598892211914,4.113763456344604,90.59939259333143,0.046881723975624914,0.254081291250499,0.03864134069562191,0.546220840425359,0.24812215559147727,1.719468930004935,0.0026911290777980787,6.544499708247161,2025-04-04 13:34:20.251931,
0.0003,25,0.5229618341588026,4.183694673270421,1.487508773803711,0.48378861835226417,0.0,0.016344923213182483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182971766120509,0.12570723381481672,0.07421875,0.10704268328845501,1.349295437335968,0.015625,0.020153293386101723,2.9999608993530273,0.00390625,0.059167260924975075,0.20826220512390137,0.03515625,0.007087938487529755,-0.7159591913223267,0.00390625,0.3625608701258898,-4.255536079406738,0.0078125,0.0,0.0,0.0,0.006756802495907654,0.16595286124131897,0.859375,400,1670,0.12600472411306052,1.0080377929044841,,,,,0.5217207244036466,57.091618024385895,0.029312931574307956,0.16009214291205773,0.024292514874384954,0.34212977152604324,0.15644161517803484,1.039259149478032,0.0016265373963576097,3.955541784946735,90.90976399479744,0.04667640861531962,0.2549225163550285,0.038682154587511314,0.5447898984355527,0.24910990988404325,1.6548629602357126,0.0025900147157928294,6.298601836568556,2025-04-04 13:35:21.607261,
